EVENT_id,EVENT_activity,EVENT_geo-location,EVENT_id,EVENT_satisfaction,EVENT_text_associated,EVENT_timestamp,JOURNEY_Sales_store_attribution,JOURNEY_cost,JOURNEY_id,JOURNEY_satisfaction,JOURNEY_success,JOURNEY_textual_feedback,CUSTOMER_address,CUSTOMER_country,CUSTOMER_email,CUSTOMER_favorite_color,CUSTOMER_first_name,CUSTOMER_gender,CUSTOMER_id,CUSTOMER_last_name,CUSTOMER_member_since,CUSTOMER_subscription_plan,CUSTOMER_url
5a733359-9619-48ac-920f-463be2db7a36,n,,5a733359-9619-48ac-920f-463be2db7a36,low,,1995-04-25 20:54:00,store a,421.41,1612edf0-dab3-4fea-a328-4fb97299b5fb,low,0.0,,"37301 Daniel Villages Suite 140
Moorefurt, WA 78602",Reunion,jacqueline50@gmail.com,Cornsilk,Jacob,male,f19a327d-6170-417e-990c-e8559bc73251,Morris,2005,plan A,https://baker-mccann.info/
a576b64d-36b5-4680-bee2-f0078e6546d3,E,"(Decimal('12.769718'), Decimal('-129.401185'))",a576b64d-36b5-4680-bee2-f0078e6546d3,neutral,,2014-06-25 21:45:00,store g,360.72,8e6d8187-260d-4988-83d7-f6e4dda9c2a2,neutral,0.0,,,Suriname,westblake@yahoo.com,WhiteSmoke,Lisa,male,bd8b0de9-6de8-4a21-880c-fc6034254c9f,Hansen,2017,plan A,http://moore.info/
338a8059-2f56-46ae-b538-2ee386852db1,i,"(Decimal('34.1086135'), Decimal('-141.549449'))",338a8059-2f56-46ae-b538-2ee386852db1,neutral,,1991-12-06 12:37:44,store a,262.06,fae28711-996e-49b6-848d-33891b2e41f6,high,0.0,,"67161 Christopher Manors
Aprilshire, DE 93068",Somalia,margaret77@wood.com,PaleGoldenRod,Michelle,male,3ceb231f-542e-4121-b96b-247daa4d527f,Baldwin,1974,plan A,https://lewis-stephens.com/
6d38c218-00bc-4172-812d-554729b93d56,H,,6d38c218-00bc-4172-812d-554729b93d56,very high,,2009-09-01 15:23:50,store e,400.09,d769542c-b56e-4d4e-93c1-aa7248cf2fec,very high,0.0,,"269 Reid Locks
Pamelafurt, FL 66505",Angola,christopherwatson@black.net,Wheat,Elijah,female,51513b0d-751a-4dec-8ac7-73b3d783f115,Phillips,2002,plan A,http://murray.net/
7198b599-5a38-4c3e-a373-8b2cfa2a07c5,p,,7198b599-5a38-4c3e-a373-8b2cfa2a07c5,low,,1985-10-25 23:29:17,store e,147.57,7c87ab95-cd6b-4421-aad5-5d85d5005d91,high,0.0,,"PSC 4954, Box 9625
APO AA 09196",Sri Lanka,,MediumBlue,Steven,male,753a80e7-bb4a-4adf-98e0-91d7b661a1f8,Russell,1995,plan A,https://www.green-merritt.net/
bc49d34e-7f03-43a5-818d-9aca31688f39,Q,,bc49d34e-7f03-43a5-818d-9aca31688f39,very high,,1998-03-26 15:21:26,store b,342.81,208631e5-fa2e-4613-926f-cefe7b267477,neutral,0.0,,,Iraq,gloverisaiah@fuller.biz,Plum,Valerie,female,6af348f0-4c01-456c-8307-d5feb1d92dbb,Smith,1980,plan A,http://www.henson.org/
ded69ed1-f3e7-4aa9-a714-fac4475b1332,b,,ded69ed1-f3e7-4aa9-a714-fac4475b1332,neutral,,2017-10-05 15:42:10,store a,83.44,1a483629-32ce-49da-9c23-d0749aadff27,low,0.0,,"59601 Amber Fall Apt. 639
Stephenport, AR 90355",Eritrea,stevenmendoza@yahoo.com,SteelBlue,Jeffery,,109c7919-61a8-42d4-b1a4-b11695c9608f,Short,1998,plan B,https://love.org/
fc17bfff-7046-40d7-ada2-56ea2aa4fac8,O,,fc17bfff-7046-40d7-ada2-56ea2aa4fac8,neutral,,2008-12-12 08:42:22,store g,,2ad95fa1-f8a8-4893-b21d-a7845188de88,neutral,1.0,,"52168 Harrison Well
South Annafurt, TX 59980",Bermuda,matthewrangel@yahoo.com,,Steve,female,d5bcd2ab-7e8f-4fb3-bfcc-6ba3333e0719,Perez,2002,plan A,https://daniel.info/
704f0d5e-3a2a-4357-a4c2-2fa147ea539e,M,"(Decimal('-59.232222'), Decimal('79.740795'))",704f0d5e-3a2a-4357-a4c2-2fa147ea539e,neutral,,1990-10-08 10:54:55,store b,307.55,7796d746-2098-4702-b2fa-3c4aa172d98b,neutral,1.0,,"829 Williams Prairie Suite 449
Leeview, TN 86927",Fiji,rogersroger@hotmail.com,,Johnny,female,cce3ca6e-f993-46a5-ba5f-605455c3f362,Maldonado,1977,Plan C,
b5e1e7c6-3e4c-4967-b21b-050477afe7c2,M,,b5e1e7c6-3e4c-4967-b21b-050477afe7c2,,,1986-11-10 04:32:06,store g,45.32,e8d394ae-f02c-4435-aabb-c4022dec37d7,neutral,1.0,,"502 Rodriguez Village
East William, TN 25156",Andorra,wanda06@ramos.com,Sienna,Courtney,female,868c1984-0bc3-42b8-8498-de441bac392e,Martin,1995,plan A,http://mcgrath.com/
db0c69ab-034a-436a-a3a5-31c0014ab984,V,"(Decimal('-29.938396'), Decimal('-30.891123'))",db0c69ab-034a-436a-a3a5-31c0014ab984,very low,,2014-09-28 18:29:23,store g,433.45,b7743eac-0ada-4d4c-b104-8934ea92a685,high,0.0,"Hotel it ball despite seat first.
Stand dinner establish owner ready save cause. Plan begin international eat low. Rise language generation voice organization half.","6146 Daniel Mountains Apt. 617
West Christopher, SD 57214",El Salvador,brentmartinez@lyons.com,,Emily,female,6976d1f6-12d0-4a02-8a5d-65bc087057cd,Carter,1989,plan A,https://jones-harvey.net/
df907fb2-a5cc-413e-8f36-911724bf196c,s,"(Decimal('6.0246345'), Decimal('30.587067'))",df907fb2-a5cc-413e-8f36-911724bf196c,high,,1983-08-29 14:17:31,store e,33.06,a7a85b6c-7e42-4a03-a8f4-7761ed4d81fb,neutral,,,"1945 Barbara Harbors
Hallchester, OR 88168",United States Minor Outlying Islands,,AliceBlue,Mary,,e785b555-9c9e-467e-bb66-28a0911c7d10,Smith,1993,plan A,https://koch-hughes.org/
d7b1f0fe-439a-4e5a-86da-776652bc0de5,b,,d7b1f0fe-439a-4e5a-86da-776652bc0de5,high,,2006-05-04 04:41:35,store c,195.62,74ee63da-bc3e-4de5-967b-38d2a133794d,very low,0.0,,"59601 Amber Fall Apt. 639
Stephenport, AR 90355",Eritrea,stevenmendoza@yahoo.com,SteelBlue,Jeffery,,109c7919-61a8-42d4-b1a4-b11695c9608f,Short,1998,plan B,https://love.org/
8a7f6ca1-04b3-4430-89aa-7cea7358017a,H,,8a7f6ca1-04b3-4430-89aa-7cea7358017a,very low,,2001-12-14 11:29:53,store c,48.05,c810230b-e26a-4bdd-a24b-98d735c12970,,1.0,"Leader return factor short risk executive. Mr maybe free memory ask kid.
Son blood threat save good. Whether success computer particularly human.
Wish fish before so end deal glass.","502 Rodriguez Village
East William, TN 25156",Andorra,wanda06@ramos.com,Sienna,Courtney,female,868c1984-0bc3-42b8-8498-de441bac392e,Martin,1995,plan A,http://mcgrath.com/
9b4c841f-be88-49eb-a5d4-8e242e194724,B,"(Decimal('-17.014977'), Decimal('56.118750'))",9b4c841f-be88-49eb-a5d4-8e242e194724,low,,2001-09-26 22:45:30,store b,214.36,f577262c-37a0-4aef-9d8d-d3c4a7b5654f,neutral,1.0,,"232 Rita Forges Suite 421
East Lisaton, AZ 37672",Nepal,lflores@robinson.com,Yellow,Travis,female,f4c29b24-6bd7-4d20-b7b9-a6410420d100,Avery,1974,plan A,http://www.shannon-walsh.com/
e03b1f0f-976b-4907-aa4c-d7b28f0d2b85,b,,e03b1f0f-976b-4907-aa4c-d7b28f0d2b85,low,,1989-06-28 09:17:20,store a,,86ae67d0-b72b-4164-ac14-b174648debcf,very low,1.0,,"3121 Lisa Shores Apt. 128
Sarahland, SC 03412",Niger,uluna@jones.biz,PeachPuff,Hannah,female,1b03a74b-a69c-4364-b4dc-94cc3c3e819e,,1981,plan A,http://www.stewart-brown.net/
ed31e25a-c758-484c-92ac-f8a9697d7827,d,,ed31e25a-c758-484c-92ac-f8a9697d7827,neutral,,1994-11-01 02:44:08,store b,225.69,0bb1809e-51a8-4323-a005-ca665b50fc61,very low,0.0,,"430 Danielle Stream
Adamsside, DC 57986",Lebanon,brett61@vargas.com,SlateBlue,John,female,f246d2b2-96f6-40bd-a8a7-b0a61ca882ae,Baker,2008,plan B,http://poole.com/
bbbd32b4-7a71-4ad5-ab65-82405f04df40,e,,bbbd32b4-7a71-4ad5-ab65-82405f04df40,high,,2004-01-21 07:33:41,store e,19.75,25bd30b8-be40-4cd7-b607-2761eb41d845,neutral,1.0,,"72768 Danielle Lock
Port Jeffreyburgh, VT 91859",Estonia,qbarnes@ferguson.info,AntiqueWhite,Casey,female,4eec0119-1780-4f79-b3af-22aa32d2f328,Lee,1972,plan A,https://www.pearson.com/
c34bf128-2946-4213-8a15-9dd03b53176a,A,"(Decimal('-7.687729'), Decimal('-7.220946'))",c34bf128-2946-4213-8a15-9dd03b53176a,high,,1970-03-27 00:58:51,store a,484.0,3955f860-259a-4d37-9408-3a33cb942c61,very low,0.0,,"3640 Holland Mount
Lake Micheleport, MI 86581",Singapore,amymoreno@yahoo.com,LightCyan,William,female,a101638b-574c-482a-9412-b8ae03cd8b9c,Smith,1989,plan A,http://patton-tucker.info/
e49266f7-0739-4a23-92f5-869e35a71b80,W,,e49266f7-0739-4a23-92f5-869e35a71b80,high,,1996-03-21 13:50:24,store b,181.45,822ac253-17cc-4988-920c-cdbc7174c089,high,0.0,,,South Africa,martinezadam@yahoo.com,,,male,a069b9df-5921-46e7-8d4f-879ee92a6502,,2017,Plan C,https://www.duke.com/
d1a2c145-1d9c-48e7-b9c6-4313127a48fc,H,,d1a2c145-1d9c-48e7-b9c6-4313127a48fc,high,,1999-04-15 03:46:02,store b,,27cc72f9-17a9-4f69-8d36-c4801a15e91b,low,,,"2063 Rhonda Island
North David, PA 75306",Sudan,carteranthony@hotmail.com,LawnGreen,Anna,female,025c52bc-6dce-4dda-bf09-4cb0a93e236d,Ramirez,1986,plan A,http://www.smith.com/
ef7a4f3f-e73f-4c9a-b122-6bf2e849982e,j,,ef7a4f3f-e73f-4c9a-b122-6bf2e849982e,low,,1985-11-12 20:04:12,store c,291.34,ce46fb73-9514-4ebe-845c-8fc7607a2fc6,low,0.0,,"738 Mark Estate
Arnoldshire, IA 02764",Georgia,fullerchristopher@gmail.com,,Janice,female,cff32603-c059-443f-bfb1-77c1bb5e8283,Johnson,2012,,http://cox.com/
c739d6df-98ad-4aab-b725-e288738a6e58,S,,c739d6df-98ad-4aab-b725-e288738a6e58,very low,,2007-04-11 06:24:38,store e,154.35,778969a8-77fc-465c-8c9e-6dc7969ef33f,neutral,0.0,,"409 Samuel Ramp
South Alexander, ID 08895",Antarctica (the territory South of 60 deg S),michael70@gmail.com,Thistle,Vicki,male,7b401849-cc78-42cd-9642-f04d205e8852,Alvarez,1988,plan A,https://www.johnson.com/
a9c996c1-8325-45b9-981c-3dabfa8014ee,I,,a9c996c1-8325-45b9-981c-3dabfa8014ee,low,,2004-09-10 05:41:21,store c,452.73,a08cbc5c-b1df-4ace-9c40-8e2c0977060a,neutral,0.0,,"317 Lutz Oval Apt. 272
Mendezport, NM 55577",Heard Island and McDonald Islands,rbeck@hotmail.com,OrangeRed,Patrick,female,bba68eb2-b1f4-4c27-a337-49b0c2cf7583,Aguilar,2017,plan A,https://www.strickland-martin.com/
e614ca98-960a-4021-adc1-09c65ad013dc,F,,e614ca98-960a-4021-adc1-09c65ad013dc,very high,,1989-03-21 00:40:31,store e,295.55,459d73b9-a5b4-4c51-8269-5d4ec03d4b66,neutral,1.0,,"5474 Derek Garden
Tinaport, LA 94389",Brunei Darussalam,xburnett@gmail.com,,Kevin,female,eb84d231-1efb-4dc0-a0a0-223c925db242,Moore,1971,plan A,http://www.harrison-branch.biz/
1de5c1b5-346e-4588-8ace-54f34e0b2a83,C,,1de5c1b5-346e-4588-8ace-54f34e0b2a83,neutral,,2011-12-27 05:10:46,store c,350.39,438cccef-f4e6-447c-a8ca-5f69348644cf,very low,1.0,,,Iraq,gloverisaiah@fuller.biz,Plum,Valerie,female,6af348f0-4c01-456c-8307-d5feb1d92dbb,Smith,1980,plan A,http://www.henson.org/
a3879e93-e0af-4ff8-a784-6898bcccb60c,d,"(Decimal('-26.6309115'), Decimal('65.477302'))",a3879e93-e0af-4ff8-a784-6898bcccb60c,very high,,1999-02-26 03:32:06,store a,,1825bad5-f4c9-4786-8d36-56b9b0adb91c,neutral,1.0,"A relationship strategy need camera answer seat. Blood speak try better including north painting discuss.
Relate animal sell development. Early training particular admit.","Unit 3116 Box 0573
DPO AE 14297",Estonia,trush@yahoo.com,White,,male,a25d7eef-6ca3-4ec0-b25b-3124bb478344,Gibson,2008,plan A,
4617cdd3-35bc-4b8b-8f12-050fc624ad2f,B,,4617cdd3-35bc-4b8b-8f12-050fc624ad2f,very high,,2006-12-14 16:03:08,store g,261.69,75f71cb6-ba08-4e4a-ab55-2c7475a1f811,very high,0.0,Cover instead focus important. Political view audience certainly argue next wife. Surface answer baby bank in. Rich author produce rise writer.,"901 Rivers Crest Suite 787
Timothystad, NH 28112",,shepherddeanna@scott.biz,BlanchedAlmond,Stacey,male,6cfb9d09-4587-4182-a58b-fa4ca11de673,Alexander,2007,plan A,http://fox.com/
e6556d38-00be-4938-aa41-fb0b5b4ff3ff,n,,e6556d38-00be-4938-aa41-fb0b5b4ff3ff,neutral,,1972-06-02 10:37:13,store c,274.07,2213eea4-a75c-4be1-ac65-2bc27efb0cac,high,0.0,,"89423 Sandra Course Apt. 857
Rubenfort, SC 87976",Italy,sarahjohns@hotmail.com,SlateGray,Debbie,female,202319f2-5fdd-4159-b3d8-1644794f9b1a,Nguyen,1977,plan A,https://www.clark.info/
2e65b925-aa68-400b-b3b5-e564f613b25b,b,,2e65b925-aa68-400b-b3b5-e564f613b25b,neutral,,1971-05-01 19:33:00,store a,191.08,aa1a4f72-3007-48cc-a67c-c645c4f057bb,neutral,0.0,,"Unit 3136 Box 0310
DPO AE 79149",Malawi,teresasanchez@hotmail.com,PowderBlue,Kristin,male,88226ccb-ab32-4236-91d3-0b23b65a3a96,Boyd,1990,plan B,http://www.rivas-parks.org/
d4ff57f5-87df-4127-94f2-83b27d66b99f,I,,d4ff57f5-87df-4127-94f2-83b27d66b99f,very high,,2012-06-25 06:05:22,store a,484.0,3955f860-259a-4d37-9408-3a33cb942c61,very low,0.0,,"3640 Holland Mount
Lake Micheleport, MI 86581",Singapore,amymoreno@yahoo.com,LightCyan,William,female,a101638b-574c-482a-9412-b8ae03cd8b9c,Smith,1989,plan A,http://patton-tucker.info/
832abfc8-141f-42a0-9fb3-8c7993dfdffb,a,,832abfc8-141f-42a0-9fb3-8c7993dfdffb,low,,1991-05-06 13:41:05,store d,439.28,0ef8efd9-1b10-4280-8fca-b70e1c121243,very high,1.0,,,Pitcairn Islands,theresacohen@palmer.com,PaleGreen,Jessica,male,d35cc303-0d6c-4c84-96ca-dcb47430c22b,Aguirre,1981,plan A,https://www.meza.com/
0fd43ea9-0f3c-43db-802c-3a5e63b818ce,C,,0fd43ea9-0f3c-43db-802c-3a5e63b818ce,neutral,,2012-12-07 19:08:11,store f,,66d8676b-1fbb-4b9b-bc99-22add90846e6,neutral,1.0,"Child trial old your high action just. Phone care rise use guess mission office. Type friend forget.
Add grow attorney mind method. Generation yourself low seven interest.","4524 David Drives Suite 967
North Morganport, MO 42005",Guernsey,ricedeborah@jones-hopkins.net,SaddleBrown,Tiffany,male,6afce101-d7db-4cfb-a135-67a2830670ad,Marsh,1972,plan A,https://www.mitchell.com/
bab4c0f7-cc77-42ea-8810-82cf612031f5,p,,bab4c0f7-cc77-42ea-8810-82cf612031f5,very high,,1989-05-21 16:06:34,store c,,79639c1c-4fd2-4f2b-9177-4ae20e07506a,low,1.0,,"0946 Franklin Forges
Clineside, VT 65196",Niger,fernandezmegan@rose-stephens.com,DimGray,Alyssa,male,fe7c2da7-d194-47be-b17f-22afb59c84ca,Hernandez,2014,plan B,https://www.donaldson.org/
c88264f9-0555-4a61-8ba1-368fcc79f309,r,,c88264f9-0555-4a61-8ba1-368fcc79f309,high,,1985-12-13 17:19:10,store e,36.48,750cc5a5-bf8d-43f3-a282-d344154c799d,very low,0.0,,"0946 Franklin Forges
Clineside, VT 65196",Niger,fernandezmegan@rose-stephens.com,DimGray,Alyssa,male,fe7c2da7-d194-47be-b17f-22afb59c84ca,Hernandez,2014,plan B,https://www.donaldson.org/
fe0d6868-e93e-4af0-9652-f896b3386a55,u,,fe0d6868-e93e-4af0-9652-f896b3386a55,neutral,"Audience thousand sea office improve painting. Feeling development fall difficult increase attention.
Let along market foot defense. Attack raise indeed fill image without social. Agree business bad.",1980-06-08 07:33:04,store f,2.37,5aa0e1af-f1e6-4fa5-8ce8-2a2085e526a7,neutral,0.0,,"1965 James Highway Apt. 607
East Ashley, KY 31215",Belgium,friedmanemily@gmail.com,CadetBlue,Laura,female,f69044b7-f70a-495f-b4b1-a853ec7eae2d,Norton,1978,plan B,http://www.burke.org/
d7487f5a-1a92-451f-a909-aaae1a291999,o,,d7487f5a-1a92-451f-a909-aaae1a291999,neutral,,1989-05-25 17:32:31,store a,,b310da2c-ac22-4748-8ec3-69a49d310a8e,neutral,0.0,,"6096 Don Village Apt. 230
Kellymouth, AR 06904",Puerto Rico,ambermiller@parker.biz,,Alexis,female,9a03391e-1986-4e5b-ad5c-5bdd449419b4,Woodard,1981,plan B,https://lopez.biz/
2172b342-db42-4d69-8db3-0acb4ab0f8ab,M,,2172b342-db42-4d69-8db3-0acb4ab0f8ab,high,,2014-07-01 04:42:04,store g,298.75,95ff9da3-40b6-4013-8ac3-14d64a740051,low,0.0,,"PSC 4954, Box 9625
APO AA 09196",Sri Lanka,,MediumBlue,Steven,male,753a80e7-bb4a-4adf-98e0-91d7b661a1f8,Russell,1995,plan A,https://www.green-merritt.net/
4e3a7dcf-f218-4b13-bff7-2741e759c19c,u,"(Decimal('-53.981598'), Decimal('-52.605453'))",4e3a7dcf-f218-4b13-bff7-2741e759c19c,neutral,,1988-06-02 06:46:38,store a,54.28,99445ebd-530a-4074-a307-dc1211299db7,high,1.0,,"Unit 0545 Box 3282
DPO AP 79208",Saint Kitts and Nevis,,,Manuel,female,0ef93545-51c0-4bd0-921f-d616b3416d4b,Roach,1984,Plan C,https://moore-clark.com/
0ee7d025-4450-410a-a8b6-809072e4e370,P,,0ee7d025-4450-410a-a8b6-809072e4e370,very low,,1970-06-02 18:06:21,store c,480.31,c7fd3ec7-90a3-474b-99e7-c95cf00745a9,neutral,1.0,,"USCGC Carrillo
FPO AE 85231",Mayotte,fcarter@schmidt-lowe.com,,Kathleen,female,678ab245-3258-4a34-8ff5-b3f74e66cf9e,Mcpherson,1974,Plan C,http://www.adams.com/
d4e0a4ff-dd17-443d-bc7e-617a9f8e1467,G,,d4e0a4ff-dd17-443d-bc7e-617a9f8e1467,neutral,,1989-09-08 03:04:10,store e,410.52,915ba5f3-6741-491e-984c-f2b9459e3efe,,0.0,,"339 David Squares Suite 935
Jacobstown, CO 30100",Cayman Islands,anthony14@hotmail.com,Lavender,Christine,female,b2a4d810-72e1-4650-920d-aefcb6503953,Smith,2007,plan A,https://www.fuller.com/
3aa9ce7c-2d6b-448c-806e-13566ab0ad60,h,,3aa9ce7c-2d6b-448c-806e-13566ab0ad60,neutral,,2017-02-22 10:30:26,store f,19.59,3b1f0106-1a67-42e3-b7fe-214044d6d26f,very high,1.0,,"6140 King Village Suite 713
Timothyborough, PA 34647",Malta,timothy60@hotmail.com,Orange,Justin,,89ff45fb-f6af-415b-961f-a98fce351864,Mckenzie,2006,Plan C,http://miller.info/
3daceea6-e2ea-43c1-a4f3-e52331c60241,e,,3daceea6-e2ea-43c1-a4f3-e52331c60241,very high,,1994-11-16 13:21:52,store c,191.23,9d311112-1acd-45a2-84e1-33ace4f39a46,very low,0.0,,,Belarus,amber01@hotmail.com,Snow,Shawn,female,5a250586-4ebf-4459-bf23-92310b786bf2,Guerra,1977,plan A,http://anderson-orr.net/
c89c3448-f725-4b53-9625-3657b38370c7,j,"(Decimal('34.714555'), Decimal('117.848337'))",c89c3448-f725-4b53-9625-3657b38370c7,high,,1996-01-06 06:15:03,store g,232.58,fb7c1e44-8ffe-49d5-900b-b1a2480335bb,neutral,1.0,,,South Africa,martinezadam@yahoo.com,,,male,a069b9df-5921-46e7-8d4f-879ee92a6502,,2017,Plan C,https://www.duke.com/
0437aafd-dda0-40c9-8113-4d60680ef1f5,Q,,0437aafd-dda0-40c9-8113-4d60680ef1f5,low,,2014-10-17 12:50:32,store c,,21eecfff-4f82-4445-9590-6ba93198146c,very high,0.0,,"4524 David Drives Suite 967
North Morganport, MO 42005",Guernsey,ricedeborah@jones-hopkins.net,SaddleBrown,Tiffany,male,6afce101-d7db-4cfb-a135-67a2830670ad,Marsh,1972,plan A,https://www.mitchell.com/
f12ffe08-9a73-4aad-b46f-7bf614a34fd1,J,"(Decimal('-11.626410'), Decimal('71.928045'))",f12ffe08-9a73-4aad-b46f-7bf614a34fd1,neutral,Whatever media risk eight eat away majority large. Offer right dog area animal remember out.,1972-07-09 16:28:00,store d,315.91,ef2d4385-e49a-42f5-9ab1-3f5dbd187df3,very high,,,"602 Ross Squares Suite 104
North Donna, AK 99810",Afghanistan,tracywilson@smith-andrews.info,Green,Rebecca,female,d8201668-fef1-4c5e-9fbc-ba35c5aa4093,Lopez,2007,plan A,http://www.mitchell.org/
bded26c3-d9df-40ad-95bd-a4387fbe75cb,B,,bded26c3-d9df-40ad-95bd-a4387fbe75cb,low,,1977-05-11 23:06:37,store c,,250071da-d758-4f17-88c5-2251e5ca2161,very low,0.0,,"7797 Rodriguez Junction
Gamblehaven, MN 53797",Dominican Republic,,HoneyDew,,male,83f9198f-94ae-412f-8a99-f35f3d52598c,Nash,2018,plan A,https://gibbs.com/
31f00cdb-5838-4de0-b298-0cf4ba215d58,M,,31f00cdb-5838-4de0-b298-0cf4ba215d58,very high,,2011-12-03 05:40:40,store c,,191fc9c6-e2df-4f1e-826d-51fa11a446c7,neutral,1.0,,"Unit 0545 Box 3282
DPO AP 79208",Saint Kitts and Nevis,,,Manuel,female,0ef93545-51c0-4bd0-921f-d616b3416d4b,Roach,1984,Plan C,https://moore-clark.com/
e75b18a0-9023-4782-b922-70f5d004d906,W,,e75b18a0-9023-4782-b922-70f5d004d906,neutral,,2003-10-30 10:13:04,store b,251.59,f57a434e-7305-4422-bc89-dac405316564,high,0.0,Measure yard instead job conference soldier share. Establish foreign nearly team bar spend create. Member want building here.,"7797 Rodriguez Junction
Gamblehaven, MN 53797",Dominican Republic,,HoneyDew,,male,83f9198f-94ae-412f-8a99-f35f3d52598c,Nash,2018,plan A,https://gibbs.com/
a306aaff-369b-4952-9a3f-3220296cb3d0,x,,a306aaff-369b-4952-9a3f-3220296cb3d0,very low,,1991-05-14 17:03:25,store a,84.19,656d9a90-8a36-4bb8-b2ea-c02cb7fb2e6e,high,0.0,,,Faroe Islands,,,,male,be2c4800-f2bc-4ec0-9602-b93456646f28,Schwartz,2005,plan A,http://www.martin.biz/
40541911-e10a-451f-979b-ccf0737ddff5,p,,40541911-e10a-451f-979b-ccf0737ddff5,neutral,,2010-10-05 16:33:57,store g,70.26,3c342ea7-8b2f-4531-8862-7dfa7aee7353,neutral,0.0,,"838 Cynthia Manor
Jeffreyland, ME 04878",Ghana,lindadyer@hotmail.com,Tan,Alex,male,9bf150bd-db44-4c79-b8c2-34cc12ca19a4,Saunders,1972,plan A,https://www.gibbs.com/
c8c40878-b84c-4046-96f6-bda964918e96,R,"(Decimal('82.097044'), Decimal('-76.630567'))",c8c40878-b84c-4046-96f6-bda964918e96,very low,,1987-02-07 09:41:23,store b,462.29,1d8b3d57-5565-4731-bee1-97becc6aca8a,neutral,0.0,,"USNV Kelly
FPO AP 07312",Senegal,pattersondaniel@williams-schultz.com,Tomato,William,female,063bf769-d196-4bbc-959d-9b4aeaf89bab,Fisher,2005,plan A,http://www.cole.info/
2f04b93b-d15b-4d37-81db-e75b87db4c34,H,,2f04b93b-d15b-4d37-81db-e75b87db4c34,low,,1987-03-10 23:25:46,store b,298.02,8ba8b61f-6481-4e02-a0f4-8fd8f3b1fdcd,neutral,0.0,,"871 Michael Cliffs
Port Emily, IA 72740",Peru,pbryant@austin-sanchez.com,LightGoldenRodYellow,Courtney,male,82b3d9ab-b121-4a0f-b9a4-aaed1a51d56f,Gill,1972,plan A,https://www.nguyen.com/
5be4d5c9-449c-4606-bbc7-f4323ee33b1e,V,,5be4d5c9-449c-4606-bbc7-f4323ee33b1e,neutral,,1985-09-23 19:35:33,store c,,1c24ddef-b8eb-4427-9197-97f098a1999f,low,0.0,,"59601 Amber Fall Apt. 639
Stephenport, AR 90355",Eritrea,stevenmendoza@yahoo.com,SteelBlue,Jeffery,,109c7919-61a8-42d4-b1a4-b11695c9608f,Short,1998,plan B,https://love.org/
68c8d6bb-f8fb-46b5-9b50-c3b8d6e5f727,a,,68c8d6bb-f8fb-46b5-9b50-c3b8d6e5f727,low,,1979-06-08 02:40:57,store g,242.83,df9e9eee-e7db-4544-8785-208fa3fe06fd,neutral,0.0,,"3640 Holland Mount
Lake Micheleport, MI 86581",Singapore,amymoreno@yahoo.com,LightCyan,William,female,a101638b-574c-482a-9412-b8ae03cd8b9c,Smith,1989,plan A,http://patton-tucker.info/
9cd2c50c-8e59-4caf-acf0-4d2f3ec6e0f8,W,,9cd2c50c-8e59-4caf-acf0-4d2f3ec6e0f8,neutral,,1986-02-28 15:12:58,store d,42.86,d2175f3b-e97f-4d2f-99be-9b3160426cf3,neutral,0.0,,"Unit 3116 Box 0573
DPO AE 14297",Estonia,trush@yahoo.com,White,,male,a25d7eef-6ca3-4ec0-b25b-3124bb478344,Gibson,2008,plan A,
4069b322-df23-48e6-bee1-e7f006cb9636,S,,4069b322-df23-48e6-bee1-e7f006cb9636,neutral,,1990-09-06 17:42:09,store c,352.0,32559004-f8b3-4630-8b5e-10e0271fecb7,very low,0.0,,"562 Darrell Valleys
Port Isaiah, UT 68582",United Kingdom,brenda67@yahoo.com,DarkSalmon,Wendy,female,dbc73442-133f-4695-aa7b-b096031205ec,Gutierrez,1983,plan A,http://www.olson-knight.com/
b763ed68-3ce3-427c-9514-c572e4368bff,n,,b763ed68-3ce3-427c-9514-c572e4368bff,neutral,,1997-12-19 16:41:32,store e,175.49,f7fcc0a2-0fd2-4595-b4b3-5e655295e0b9,very high,0.0,,"68408 Sarah Squares
Bestburgh, VA 14992",Czech Republic,daniel80@gmail.com,Turquoise,,female,1bf438d8-46e5-4a42-84da-cde6a8b7f8d8,Flores,2006,plan A,https://www.wheeler-villarreal.com/
839c79dc-cdd1-4e94-801a-fceec2f1e98c,z,,839c79dc-cdd1-4e94-801a-fceec2f1e98c,very low,,1993-02-17 12:30:33,store b,,69236349-7e88-4f8e-bf1a-560b211479c3,neutral,1.0,,"177 Sean Inlet Apt. 988
West Cory, MN 46490",Mexico,barbara37@yahoo.com,,Joy,male,f9c12572-d7cf-4e29-b8dd-770a57127858,Garcia,1997,plan B,http://baker-alexander.info/
d020fef0-aa48-42c4-9800-28f13ad102b4,u,"(Decimal('74.8109355'), Decimal('59.454729'))",d020fef0-aa48-42c4-9800-28f13ad102b4,very low,"Economy marriage thank. Involve anything administration major road analysis. Yet mother six window read girl some.
Economic office effort. Study different understand enjoy leave front.",2017-07-11 17:40:05,store g,271.33,43c0d989-2931-434b-ad63-394819f694db,very high,1.0,,"295 Hansen Underpass
Melissaton, NM 29831",Algeria,amanda57@shepherd.net,,Kristen,male,8e4e6e52-4b4c-4a1a-bf28-30378e9a25f8,Larsen,1970,plan A,http://williams.com/
